m,mean,std,count,se
366,-0.008307284994676497,0.04089983493690476,24,0.008348643846622775
367,-0.008396561562246331,0.04082690211377626,24,0.008333756496442317
368,-0.008224874240658715,0.040706331435243846,24,0.008309145109746854
369,-0.007985112569877178,0.04095798238788858,24,0.008360513145352261
370,-0.007924624158659946,0.041172878578554804,24,0.008404378646585603
371,-0.00787131188680102,0.04143634587476222,24,0.00845815868322051
372,-0.0082387392960584,0.04191117261325078,24,0.008555082285347753
373,-0.007899337942973704,0.041802350547967826,24,0.008532869074289497
374,-0.007876573909899381,0.04169211668066676,24,0.008510367680351056
375,-0.007756336414738547,0.04139314360145048,24,0.008449340056108675
376,-0.00790304614814283,0.04248614177345819,24,0.008672447373709813
377,-0.00809315923079637,0.041755993163992665,24,0.008523406412910378
378,-0.007867447680738666,0.04132962763060237,24,0.008436374912850729
379,-0.008225481415864985,0.04169501899114391,24,0.008510960111996403
380,-0.007501598799508465,0.041114510128799284,24,0.008392464236670744
381,-0.007920946725001848,0.04063443072387296,24,0.008294468438496705
382,-0.007646056917518914,0.04061955898453902,24,0.008291432757417052
383,-0.008007378904664247,0.0410215408736142,24,0.008373486966923239
384,-0.008403205037354944,0.041829503080398484,24,0.008538411561762787
385,-0.00848327595552706,0.04157401975918608,24,0.00848626124719929
386,-0.008723006855782338,0.041800690015773266,24,0.008532530119574652
387,-0.008715507643491868,0.04217136576016951,24,0.008608193989057746
388,-0.008630659087092766,0.042294628798500135,24,0.008633354951395675
389,-0.009331202832827982,0.04303934846997276,24,0.00878537021777243
